Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
90054,F1F92EAd230bE21"Medina, Hunter and Steele",http://thornton-odom.com/,Malta,Balanced asynchronous encoding,2005,Oil / Energy / Solar / Greentech,4163
90055,6D737aE5fdBdaf6,Strickland-Chambers,http://www.oliver.com/,Nicaragua,Seamless maximized service-desk,2021,Security / Investigations,8118
90056,a5aadEC083fB1Ee,Osborne-Sawyer,https://drake-douglas.com/,Tunisia,Customizable multi-tasking flexibility,1976,Supermarkets,2742
90057,EccdDe2042EbC9a,Humphrey-Orr,http://ashley-andrade.com/,Singapore,Enterprise-wide asymmetric productivity,2007,Religious Institutions,7393
90058,B15506f879A178B,Drake-Murphy,https://stone-spencer.net/,Guadeloupe,Monitored holistic extranet,1986,Food Production,6730
90059,d50eF6961f3ca4C,Vincent Ltd,https://wallace.com/,Norfolk Island,Ergonomic value-added focus group,2003,Import / Export,9397
90060,B5fC6566e5BD39d,Bean-Winters,https://lester.com/,French Southern Territories,Customizable homogeneous installation,1982,Package / Freight Delivery,5202
90061,2dD74Ef8800Ec8C,Avery LLC,http://www.winters.biz/,Wallis and Futuna,Team-oriented radical process improvement,1991,Animation,5782
90062,4D4cbFbcB673F06,Thomas-Kerr,http://www.dixon-cummings.org/,Eritrea,Enterprise-wide 5thgeneration core,2008,Chemicals,5149
90063,479AE69AA7C8368,Crane-Holland,https://murray-gamble.com/,Somalia,Integrated fault-tolerant service-desk,1982,Insurance,4891
90064,eD9e3F5F72aaCeE,Reeves-Patterson,https://www.bender.biz/,El Salvador,Vision-oriented intangible benchmark,2012,Chemicals,3181
90065,9F9cD1C1aAfAFB5,Craig Inc,https://www.whitehead-madden.biz/,Nauru,Vision-oriented regional data-warehouse,2014,Photography,9672
90066,BBA7eed8c66f9C4"Price, Dalton and Conley",http://villa.com/,Nepal,Public-key scalable array,2008,Computer Hardware,4020
90067,1b133f969db2dbb"Oconnell, Pope and Oconnor",http://www.gaines.com/,Madagascar,Multi-channeled discrete attitude,1987,Medical Equipment,7435
90068,b9b3bDFdb0ABc25,Nielsen Group,http://www.davila.com/,Tuvalu,Multi-tiered didactic Internet solution,1981,Furniture,1847
90069,dBCbEb2e617de6B,Brady and Sons,https://www.dillon.biz/,Albania,Upgradable zero administration toolset,1998,Architecture / Planning,7462
90070,12b5b0f8BCb06d8,Lewis-Garcia,http://guzman.com/,Hungary,Diverse context-sensitive groupware,2000,Tobacco,1982
90071,AcFc66ACaC89368,Downs Ltd,https://www.perkins.com/,Jordan,Digitized tangible algorithm,1978,Human Resources / HR,7713
90072,1Ffd7b61cDBb1f6,Moreno Ltd,https://www.lowery.org/,Svalbard & Jan Mayen Islands,Business-focused actuating moratorium,1994,Farming,7683
90073,6FC85EaE97Deda6,Brown-Peterson,https://turner.biz/,Malawi,Synchronized responsive project,2010,Fundraising,3810
90074,fAdAfe0Cf156801"Lin, Potter and Hines",https://www.guerrero.biz/,Guatemala,Fundamental discrete frame,1988,Photography,6371
90075,4000C3D5c7e3112,Farmer-Mcdonald,https://www.perry-lin.org/,Faroe Islands,Re-engineered scalable software,2015,Veterinary,8930
90076,2C1eFbed765b667,Vega-Villarreal,http://shelton.net/,Bosnia and Herzegovina,Open-architected secondary benchmark,2012,Utilities,4841
90077,F5f7bA462D5dFB7,Bonilla-Mcbride,http://www.boyer-hinton.info/,Russian Federation,Versatile intangible structure,1979,Publishing Industry,2375
90078,be2b16D0fDaf7d1,Cowan-Braun,http://www.bradshaw-brock.org/,Austria,Networked 5thgeneration strategy,1990,Apparel / Fashion,2482
90079,8dfE33E0276f5Ae"Horn, Wiley and Perez",https://www.skinner.net/,Saint Pierre and Miquelon,Compatible demand-driven hub,2013,Consumer Electronics,1073
90080,eeaDdBF0CE421FD,Arnold-Farrell,http://jefferson.com/,Pitcairn Islands,Object-based clear-thinking support,1979,Think Tanks,4686
90081,DEed2F81fBFFAc7,Hansen Inc,https://www.wolfe.com/,Antarctica (the territory South of 60 deg S),Right-sized contextually-based encryption,2019,Media Production,5085
90082,44cd9Ffdac95ECE,Sherman PLC,https://www.jennings.com/,French Guiana,Enhanced incremental policy,1970,International Trade / Development,8308
90083,65ABCa6A3b330AE,Spears-Downs,https://www.pratt.com/,Nicaragua,Assimilated stable hierarchy,1972,Arts / Crafts,119
90084,B36A693Ff2dc6Aa,Palmer Inc,http://dalton-diaz.com/,Bolivia,Function-based context-sensitive solution,1975,E - Learning,9033
90085,FCBAc9B2D19F168,Ramos-Mills,https://crawford.com/,Macedonia,Self-enabling fresh-thinking function,2012,Import / Export,5176
90086,4Dd5f9AcE2baEe8"Floyd, Kidd and Morton",http://www.gill.com/,Norfolk Island,Reduced intangible benchmark,1995,Animation,2849
90087,DB6C7d56ba45C30"Spears, Sullivan and Vincent",http://cross-payne.com/,Pakistan,Networked next generation architecture,2007,Furniture,1293
90088,39bbe2B094b33ef,Poole LLC,http://wilkerson.biz/,Wallis and Futuna,Stand-alone multimedia hardware,2019,International Trade / Development,6763
90089,4FBc92916c3d9aE,Dixon-Rice,https://gaines.com/,Guernsey,Customer-focused maximized utilization,2012,International Affairs,3214
90090,5d39CDFbD5b8Dd7,Zamora PLC,http://aguirre.com/,Suriname,Persevering global parallelism,2020,Museums / Institutions,4086
90091,9BfAca7bA9432d4,Murillo-Peters,https://chan-rivera.com/,Burundi,Horizontal hybrid data-warehouse,2004,Political Organization,1858
90092,f4744D18dc0a03d,Austin-Edwards,https://horn.com/,Canada,Reduced human-resource attitude,2016,Shipbuilding,145
90093,01390f5Cfb0f7F0,Patel Inc,http://duffy.com/,Zambia,Innovative regional methodology,1979,Military Industry,6053
90094,2a2E4c5CeF70c62,Braun LLC,https://www.winters.info/,Niue,Focused web-enabled core,2014,Banking / Mortgage,6109
90095,fBAaDbF2d2DFdFC,Fisher-Berger,http://www.esparza-garrison.info/,Tunisia,Pre-emptive 24/7 productivity,2015,Renewables / Environment,7046
90096,f7abD7aABb4922A,Krueger Ltd,https://www.moreno.com/,Holy See (Vatican City State),Synergistic well-modulated synergy,2009,Internet,6750
90097,8c11D8eBd474d6F,Saunders-Cordova,http://savage.info/,Lithuania,Assimilated responsive success,2003,Writing / Editing,5649
90098,37BEBCBeCaaef1B,Gibbs Inc,http://giles.com/,Germany,Self-enabling leadingedge solution,1978,Oil / Energy / Solar / Greentech,3010
90099,3d50A45dbbA01a5,Singleton Group,https://www.terry.biz/,New Zealand,Networked didactic throughput,1986,Food Production,9876
90100,56A9dd38b8a3DfD,Sheppard-Ortiz,https://www.melendez-english.com/,Vanuatu,Multi-tiered disintermediate forecast,2003,Railroad Manufacture,7203
90101,BBc1Aa8Be47C4b5"Glass, Zamora and Salazar",https://garner.biz/,Monaco,Multi-tiered heuristic model,1976,Consumer Goods,9549
90102,29ef6d1784CC9Ec,Reilly-Kaiser,https://www.reed.com/,Fiji,Sharable reciprocal protocol,2015,International Trade / Development,9637
90103,b2Cea76AFDE2dD6,Holland Inc,http://www.burns-mcknight.biz/,Turkey,Up-sized coherent complexity,1989,Utilities,9424
90104,1C5f73BaCDF4D66"Stark, Mccarty and Kramer",https://www.monroe.net/,Zambia,Reduced 6thgeneration extranet,2006,Alternative Medicine,7478
90105,eDF66fDD2a58EeD,Mills PLC,https://www.perkins.com/,Namibia,Streamlined client-driven matrix,2002,Recreational Facilities / Services,8308
90106,D6d76B93AADb960"Gross, Marshall and Sexton",http://www.holt.info/,United States of America,Virtual modular service-desk,1989,Computer Software / Engineering,1103
90107,0BDfCe4EfBcc6B2"Gordon, Smith and Lester",https://www.alvarado.com/,Wallis and Futuna,Networked zero administration software,1975,Oil / Energy / Solar / Greentech,8803
90108,58d40ECBD3Beb4c"Moss, Pena and Berry",https://swanson.biz/,Zambia,Managed analyzing encryption,1979,Oil / Energy / Solar / Greentech,6040
90109,36b5B966eE17e7c,Davenport-Hanson,http://www.malone-martinez.org/,Jersey,Future-proofed tangible toolset,1986,Medical Practice,4248
90110,d8AC6d8acDd61BC,Neal LLC,https://hartman-hahn.net/,Cuba,Multi-tiered content-based approach,2003,Writing / Editing,6940
90111,7ab1DB5FD6d5Eb6"Schmitt, Wilkins and Arnold",http://moss.com/,Barbados,Networked analyzing Graphic Interface,1973,Program Development,403
90112,Bf5688fBC4f4CFf,Logan-Duncan,http://nunez.info/,Egypt,Focused heuristic collaboration,2000,Research Industry,8650
90113,b4dF9B6999D4CE4,Bernard-Richards,https://www.barron.com/,Cayman Islands,Customizable human-resource paradigm,1988,Library,5242
90114,5acDe20d4E661b9"Horn, Mcintyre and Price",http://www.king-vaughn.biz/,Palestinian Territory,Multi-lateral optimal moderator,1994,Translation / Localization,6065
90115,8fffbf8b486E5C3"Gray, Harper and Bullock",https://www.griffith.com/,Germany,Multi-channeled methodical implementation,2004,Computer Software / Engineering,4951
90116,C8CD41f341c8AeA,Kim-Pena,http://www.yu.com/,Djibouti,Reverse-engineered zero tolerance alliance,1972,Medical Equipment,820
90117,CE682F9FC3884Dc,House Inc,https://stout.net/,Ukraine,Open-source disintermediate focus group,1977,Veterinary,7147
90118,89f7d72C71c0D0C"Mcclure, Good and Oneal",http://hopkins-simon.net/,Thailand,Intuitive systematic Local Area Network,2006,Professional Training,598
90119,d8cc58DefBBcc76"Carpenter, Walls and Donaldson",https://www.farmer.info/,Fiji,Multi-channeled tertiary hierarchy,1984,Railroad Manufacture,6317
90120,A484dA2C34ff2Af,Simpson and Sons,https://flowers-benson.org/,Montenegro,Multi-channeled executive forecast,1989,Architecture / Planning,299
90121,625E6Ef21bd48Cf,Ortega Inc,https://www.trujillo.org/,Malawi,Vision-oriented demand-driven approach,1988,International Trade / Development,5397
90122,DB0E53c2DDfb606"Campbell, Bender and Mercer",https://www.valencia.com/,Micronesia,Stand-alone actuating frame,1972,Chemicals,8166
90123,4FbCbAa8ce578De,Nixon Group,http://mack.com/,Heard Island and McDonald Islands,Multi-lateral high-level system engine,2020,Maritime,3309
90124,8dCCcE96c57d63A,Villa Group,https://price.info/,Faroe Islands,Triple-buffered modular migration,1996,Transportation,9369
90125,39aFed31E74aAbE,Foley Ltd,https://www.russell.net/,Guyana,Implemented hybrid knowledge user,2009,International Trade / Development,985
90126,fAa0CaE38AFCa14,Davidson Group,http://baird.com/,Equatorial Guinea,Multi-tiered coherent function,1971,Philanthropy,8661
90127,716ce4dF2A5FA1A,Dixon LLC,http://www.parker.com/,Namibia,Vision-oriented solution-oriented architecture,2001,Fundraising,3172
90128,1FBF92cAfCB4E41,Chandler-Holder,https://www.jenkins.biz/,American Samoa,Profit-focused full-range software,2012,Higher Education / Acadamia,7385
90129,Cf1800Fa6AD879B,Best Ltd,http://www.parker.org/,Egypt,Assimilated empowering benchmark,1979,Philanthropy,307
90130,E21d9975Ce3CD4b,Morrow-Webb,https://www.mcgee-underwood.net/,Micronesia,Pre-emptive context-sensitive archive,1984,Maritime,6641
90131,3Fb6fEAD820FF1A,Maxwell and Sons,http://clay-swanson.com/,Afghanistan,Reduced coherent forecast,1973,Industrial Automation,4955
90132,45A1cdC2ef7e48D"Singleton, Trevino and Leblanc",http://crawford.com/,Cyprus,Quality-focused impactful process improvement,1987,Construction,1298
90133,FECCf3Ca0D653cb,Mcfarland-Giles,https://estes-barrera.org/,Montenegro,Managed mobile utilization,1980,Animation,3623
90134,cD5915DCbf34aE8,Ochoa LLC,http://henderson.com/,Martinique,Future-proofed reciprocal standardization,1989,Alternative Medicine,72
90135,38Fee967f9Ad40b"Gilbert, Curtis and Pollard",https://ramos.com/,Guinea,Fully-configurable multi-state website,2011,Graphic Design / Web Design,4884
90136,1FacFA8aeEfdbAc"Armstrong, Clark and Barton",https://www.werner.com/,Northern Mariana Islands,Synergistic intangible workforce,1973,Staffing / Recruiting,7660
90137,dc4Baa067ba2b73,Hoover Ltd,http://www.hodge.com/,Gambia,Implemented object-oriented challenge,1997,Mechanical or Industrial Engineering,4733
90138,a02865d0EcF6318,Knapp-Oliver,https://www.hanson.com/,Kuwait,Multi-tiered coherent conglomeration,2014,Professional Training,7121
90139,Df156F4B75B4159,Glenn PLC,https://trevino.com/,Morocco,Integrated dynamic encoding,1985,Music,6936
90140,CF37CccFfcee1cb,Walls LLC,http://mitchell.info/,Algeria,Open-source responsive architecture,1970,Animation,2340
90141,b3bcc457023Ef5f,Hurley Ltd,http://blankenship-faulkner.com/,Palestinian Territory,Managed mobile throughput,2013,Fine Art,5260
90142,f19a14ED62E2585,Kane-Dean,http://wilkins.com/,Cayman Islands,Vision-oriented 6thgeneration core,2015,Broadcast Media,6577
90143,9274A20EafDDade"Hernandez, Hunt and Hendricks",https://www.cabrera-cummings.com/,Palestinian Territory,Object-based executive hardware,1994,Online Publishing,9439
90144,7E975ad772f93a4,Massey-Mcneil,http://www.jarvis-mccoy.com/,Poland,Focused bandwidth-monitored process improvement,1989,Translation / Localization,2723
90145,B4D1a5ba8B3E9B0,Sanford and Sons,https://atkinson-weber.com/,Montserrat,Universal dedicated array,1972,Printing,8257
90146,B2aAeE3Ad12fe75,Erickson-Yates,http://gardner.com/,Slovakia (Slovak Republic),Robust uniform ability,2006,Wine / Spirits,2464
90147,27Fe5EF4Dbd3A8b,Beard-Mcknight,http://mays-page.com/,Kyrgyz Republic,Streamlined background middleware,1992,Motion Pictures / Film,8328
90148,a3BDe4d29f41d79"Moses, Frederick and Macdonald",http://chase-zamora.org/,Gambia,Team-oriented leadingedge parallelism,1991,Military Industry,9569
90149,bfd7BecabF397E2,Hicks-Camacho,https://www.hoover.com/,Pitcairn Islands,Right-sized actuating approach,1994,Computer / Network Security,4699
90150,4BaBd4f5bddD97D,Grimes-Stafford,https://www.frost-alvarado.com/,Ghana,Balanced optimal software,1998,Civic / Social Organization,7321
90151,33799cc4fAEAe10"Bean, Riley and Espinoza",http://www.boyd-allen.org/,Thailand,Streamlined well-modulated archive,2010,Commercial Real Estate,8512
90152,4Dd6b5Fd5F6C286,Hendricks Group,https://www.haas.com/,Saint Kitts and Nevis,Optional modular task-force,2003,Investment Banking / Venture,9405
90153,45aeDbd6c2d2Fd2,Hurst-Booth,http://www.ryan-jones.com/,Zimbabwe,Monitored systematic approach,2013,Restaurants,2414
90154,FF32cA8E669B00c,Bond-Weeks,https://glenn.com/,Trinidad and Tobago,Enterprise-wide disintermediate open system,1998,Education Management,8889
90155,b17243FcAaCD88b,Villanueva-Randall,https://sheppard.org/,Bosnia and Herzegovina,Self-enabling modular Local Area Network,2022,Import / Export,2964
90156,881EA4cFA3edEcd,Mercado-Mathews,http://hanna.com/,Poland,Vision-oriented bottom-line Internet solution,1992,Medical Practice,8369
90157,c8db9Dac1E294Ae"Garza, Chambers and Mullins",http://woodward-benton.info/,Algeria,Profit-focused leadingedge support,1994,Financial Services,3777
90158,e4f5B66A9bD0AD6"Aguirre, Quinn and Monroe",https://randall.com/,Ireland,Multi-lateral responsive Local Area Network,1988,Internet,4286
90159,58dFFfdF8e9bCeA"Compton, Faulkner and Montoya",https://www.bray.com/,Benin,Function-based transitional hardware,1975,Management Consulting,7016
90160,eD1B03ADf8dbDC5,Strickland-Mcdowell,https://www.manning.info/,Senegal,Re-engineered scalable info-mediaries,2021,Chemicals,3175
90161,DF0e901aDBFFB0f,Gilbert-Salazar,http://wade.com/,Hungary,Fully-configurable maximized paradigm,1982,Machinery,9027
90162,0D609EF0B83Cae9,Acevedo-Barton,http://www.roy.org/,Papua New Guinea,User-centric 24hour database,1996,Wine / Spirits,7989
90163,Acc7Bc82e3b5E44,Webster-Bradley,https://patterson.net/,Malta,User-friendly disintermediate moderator,2007,Information Technology / IT,4246
90164,36DFe8ef4a302b4,Romero-Patton,http://www.velasquez-travis.com/,Chad,Customer-focused scalable Graphic Interface,2002,Tobacco,3154
90165,6a3AAfad0fbc6e2,Schmidt-Daniel,http://kemp.com/,Nauru,Mandatory solution-oriented synergy,2019,Financial Services,3818
90166,EcBB5fefb9Cd7EA"Duncan, Tate and Hutchinson",http://meyers.org/,Guinea,Implemented client-driven help-desk,2021,Consumer Services,9301
90167,39aAfAe76cE4fa0,Love-Gray,http://www.morales-lara.com/,Guyana,Visionary background budgetary management,2014,Oil / Energy / Solar / Greentech,762
90168,0D722b62Ec8a3a3,Robles and Sons,https://www.ritter-melendez.net/,Korea,Open-source eco-centric service-desk,1992,Oil / Energy / Solar / Greentech,2826
90169,5ad89525268d7b6,Mcclure-Vargas,https://sutton.com/,Norfolk Island,Expanded bandwidth-monitored application,2018,Airlines / Aviation,2205
90170,1Fdfc0BAbBD6A05,Rios Group,http://www.morse.com/,Haiti,Decentralized methodical database,1972,Mining / Metals,623
90171,8A63dcb52e9DE86,May Group,https://estes-curtis.org/,Botswana,Devolved mobile success,2020,Sporting Goods,4906
90172,8c2FB2aa0a056F9,Contreras-Holloway,https://www.henderson.com/,Israel,Object-based bottom-line collaboration,2009,Publishing Industry,4312
90173,8348f7f785bdAA0"Mayer, Diaz and Vincent",https://hatfield.com/,Trinidad and Tobago,Upgradable disintermediate strategy,1986,Defense / Space,1922
90174,cb6E3ccFCe71f44,Haas-Boyd,http://www.carter.com/,Norfolk Island,Total reciprocal task-force,1973,Animation,7143
90175,3ADC97c7a31863d,Mckay-Cantrell,http://montgomery.com/,Cape Verde,Phased foreground functionalities,1977,Apparel / Fashion,4896
90176,1AB5A87FC02e1A7,Mueller-Holmes,http://hansen-cherry.biz/,Djibouti,Networked clear-thinking migration,2013,Electrical / Electronic Manufacturing,9606
90177,A9f9bbDBCFfca87,Simpson Inc,http://michael.net/,Ireland,Synergized background support,2021,Information Services,3992
90178,1b62DBB50eC2f6b,Trujillo Group,https://www.tyler-fitzpatrick.com/,Italy,Enhanced composite interface,1976,Broadcast Media,3008
90179,44FEe4a61deCA0a,Coleman Inc,https://austin-perkins.com/,Eritrea,Centralized multi-tasking methodology,1998,Oil / Energy / Solar / Greentech,2132
90180,1408DbdaC0cC72F,Gallagher and Sons,http://reilly.com/,Zambia,Inverse zero tolerance data-warehouse,2007,Writing / Editing,3037
90181,dFb7EE5c7dC8f74,Murphy LLC,https://www.munoz.org/,Swaziland,Extended intangible Internet solution,1975,Biotechnology / Greentech,7880
90182,9EE70Df2200596e,Dodson-Farrell,https://www.rowe.com/,Mongolia,Adaptive dynamic info-mediaries,1974,Architecture / Planning,6102
90183,eB31D4dcB0B2f10,Fernandez-Solis,https://sellers.org/,Poland,Synergized demand-driven knowledgebase,2017,Hospitality,3677
90184,e73f41De629a3dA,Hatfield Group,https://www.carter.org/,Hong Kong,Customer-focused asymmetric moratorium,2001,Architecture / Planning,4560
90185,B6dbABa9E179E2e"Blevins, Harris and Chandler",https://peters-duran.biz/,Swaziland,Vision-oriented homogeneous throughput,1990,Logistics / Procurement,6058
90186,7b4ab024E55a9bb"Salazar, Roberts and Green",https://camacho-crawford.com/,Belize,Cross-platform optimal parallelism,1982,Executive Office,4735
90187,45e251919bC8e2A"Paul, Vaughan and Bush",http://holmes.biz/,Guyana,Vision-oriented 4thgeneration application,1974,Fine Art,479
90188,3CB1640f9DF1BA3,Crosby-Drake,https://mccormick.com/,Grenada,Ergonomic 24/7 focus group,1975,Industrial Automation,9504
90189,4139C5BE590ea17,Stein-Tapia,http://www.calderon.com/,Malta,Reverse-engineered real-time emulation,1995,Security / Investigations,1401
90190,82E1FaBDB3AA68e"Calderon, Stevenson and Hayden",https://farley-parrish.com/,Barbados,Secured upward-trending infrastructure,1995,Military Industry,3665
90191,89FbB062968Ddd9,Santana Inc,http://www.clay-griffin.net/,Uganda,Organized well-modulated forecast,1987,Market Research,5577
90192,45e7111339ADaeE,Boone PLC,https://russo.com/,Malaysia,Realigned full-range extranet,1980,Graphic Design / Web Design,9606
90193,fAbaAFFe44Fc2A9,Vang-Trevino,https://www.vang.net/,Cote d'Ivoire,Managed responsive system engine,1994,Financial Services,4378
90194,A3050064FbCa84A,Pruitt-Bates,http://cisneros.com/,Martinique,Vision-oriented dynamic conglomeration,1978,Leisure / Travel,3967
90195,39153A6b04C294D,Humphrey-Reyes,https://www.bradley-kramer.com/,Malawi,Up-sized eco-centric project,2017,Construction,9255
90196,20DDce7e60c0e1F"Kramer, Palmer and Hubbard",http://valencia.com/,Cayman Islands,Vision-oriented 4thgeneration attitude,1997,Sports,4929
