Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
40061,BBD5Adaf1A922F1,Villanueva-Wiggins,http://www.bowen-baker.com/,Mongolia,Centralized optimizing pricing structure,1988,Plastics,4156
40062,36AA8f1b31af7F2,Mahoney Group,http://www.johnston-hodge.com/,Spain,Multi-channeled zero administration Internet solution,2013,Wireless,2823
40063,cBBfA6a9C1eB8EC,Larsen-Bautista,https://kim-braun.com/,Nicaragua,User-centric solution-oriented circuit,2011,Consumer Services,369
40064,3Aab22ef7E25fE6,Rice-Freeman,https://jefferson-nicholson.info/,Christmas Island,Quality-focused motivating matrix,1970,Glass / Ceramics / Concrete,3058
40065,63eC2E6ebAAA4ce,Valentine-Jenkins,http://benson-burnett.com/,Congo,Triple-buffered directional monitoring,2021,Maritime,8864
40066,BD8Bf7eBe8bB4A7"Beasley, Peters and Delgado",https://dougherty-holland.com/,Sao Tome and Principe,Focused client-server hierarchy,2016,Public Relations / PR,6493
40067,FFD14CF67d11b0b"Little, Buck and Cooke",http://www.villa-keller.com/,Tonga,Secured executive data-warehouse,1978,Education Management,2426
40068,52CE55bfeA5f9E7,Sullivan LLC,http://www.evans.com/,Solomon Islands,Right-sized global capacity,2001,Glass / Ceramics / Concrete,166
40069,3cEe8Fac77CeAa9,Wagner-Coffey,http://simpson.org/,Korea,Organic demand-driven conglomeration,1987,Fishery,2479
40070,c9fB6D18DCbF33d,Mayo-Daniels,http://www.harvey-quinn.com/,Martinique,Adaptive non-volatile collaboration,1996,Nanotechnology,8243
40071,343952cf6A63afA"Graves, Carney and Walsh",http://www.potter.com/,Suriname,Decentralized multi-tasking approach,1992,Investment Banking / Venture,6068
40072,b4feFbc36c02571"Salas, Moran and Daniels",https://steele.com/,Cameroon,Function-based grid-enabled extranet,1986,Program Development,3651
40073,bDdaA3d94fbbEAc"Yang, Monroe and Gordon",http://morton-levine.net/,Saint Vincent and the Grenadines,Pre-emptive zero tolerance product,1993,Nanotechnology,7012
40074,6444E2CdAAe0fCB,Dyer and Sons,http://woods.com/,Bahamas,Compatible foreground contingency,2010,Non - Profit / Volunteering,8029
40075,fc49E4D9E28EabC"Calderon, Christensen and Hendrix",http://www.bryan.com/,Taiwan,Universal mission-critical middleware,1981,Information Technology / IT,8538
40076,942F867e6c72bDF,Fowler and Sons,https://www.franco.com/,Saint Barthelemy,Vision-oriented solution-oriented product,1976,Computer Networking,229
40077,bF181a67EfcbdDF,Delacruz Group,http://www.murray.com/,Yemen,Reverse-engineered static framework,1993,Executive Office,635
40078,Ba6e5926c7ffde1,Huynh LLC,http://colon-stout.com/,Brunei Darussalam,Focused global core,1992,Import / Export,4684
40079,70eA26dB13d3579,Hanson Ltd,http://chandler-floyd.net/,Malaysia,Devolved value-added algorithm,1994,Think Tanks,7037
40080,eF23349EBAdD429,Zavala Ltd,http://cisneros.com/,British Indian Ocean Territory (Chagos Archipelago),Switchable background challenge,2007,International Affairs,5985
40081,Ff9EEe7D71c5E85,French-Whitaker,http://www.vincent.com/,Haiti,Synergistic reciprocal software,1974,Museums / Institutions,3419
40082,b12bEAeACd4992c,Rivers-Donaldson,https://costa.info/,Aruba,Intuitive asynchronous circuit,1993,Design,4867
40083,224ef43B47d96aD"Holt, Mclaughlin and Bowman",https://hogan.com/,Guam,Distributed reciprocal database,1985,Warehousing,580
40084,DFefA956f8c71b2,Johnston-Campbell,https://www.pham.biz/,Malaysia,Advanced zero tolerance ability,2011,Machinery,1003
40085,3ED21EAaAF215fF,Shea PLC,http://www.barrera-graves.com/,Tokelau,Robust solution-oriented utilization,1989,Utilities,508
40086,506BEA4FB81655A,Stephens Inc,https://www.brock.com/,Uruguay,Compatible 6thgeneration function,1986,Writing / Editing,3491
40087,FbeAB0EbC92791e"Cardenas, Morrow and Carrillo",https://www.morse.net/,Afghanistan,Networked bottom-line success,2004,Packaging / Containers,733
40088,34b5e5f9c7fA5C6"Mcmillan, Rivera and Cruz",http://www.vang.info/,Azerbaijan,Re-engineered tertiary knowledge user,1988,Mining / Metals,6930
40089,FC6DdafF1dDF6f0,Howard-Key,http://www.guerrero.com/,Slovakia (Slovak Republic),Object-based dedicated structure,1990,Utilities,5014
40090,FBeE0AdAA3fcf0c,Franklin-Mullins,http://padilla.com/,Somalia,Customizable multi-tasking middleware,2006,Investment Management / Hedge Fund / Private Equity,4107
40091,57fEFEA1ee24DBC"Stewart, Gallegos and Branch",http://www.carney.info/,United States Minor Outlying Islands,Centralized exuding secured line,1989,Human Resources / HR,8484
40092,fd1CDFBA32CFDf3,Pineda Inc,https://poole.com/,Guatemala,Multi-layered motivating open architecture,2005,Performing Arts,5905
40093,A2C2e73cDd97c07"Zimmerman, Bradford and Roberts",http://www.olson-buck.com/,Mauritius,Multi-channeled client-driven structure,1988,Commercial Real Estate,4411
40094,04d8dD4eb64D1e2,Williams-Knapp,https://www.stanley-cardenas.com/,Lesotho,Advanced interactive service-desk,2021,Dairy,4496
40095,Be89Ff616790aCC,Gomez LLC,https://www.reilly-mathis.com/,Bolivia,Organized grid-enabled flexibility,1980,Pharmaceuticals,1440
40096,F3dd79F9FfF8ADf,Trujillo PLC,http://hale.com/,Guam,Enhanced systemic adapter,2021,Military Industry,4164
40097,E17aeb63EDbb8d6,Perkins-Franco,https://kennedy.com/,Bulgaria,Mandatory attitude-oriented intranet,1994,Library,1849
40098,dB94AAFF42CfCce,Fowler Group,http://kirby-richardson.com/,Peru,Total homogeneous projection,1974,Hospitality,694
40099,d6BC9430dAdc149"Palmer, Rosario and Sosa",https://www.cordova.com/,Puerto Rico,Visionary 3rdgeneration leverage,2010,Fine Art,3332
40100,D38BbeDFf94Ea6f,Moses PLC,http://barton.biz/,Belgium,Future-proofed mobile implementation,1998,Translation / Localization,1408
40101,F0BB1cbA5B63CCa,Harrington-Benson,http://www.brown.com/,Finland,User-friendly motivating alliance,1985,Consumer Services,6205
40102,F253F44A6cAF40D"Stanton, Best and Griffin",https://www.gray.com/,Lithuania,Versatile multimedia functionalities,2007,Warehousing,5943
40103,0a6a99DEB7f3810"Schneider, Dodson and Cannon",http://www.finley.com/,Turkmenistan,Optimized bi-directional extranet,2000,Food Production,3958
40104,bB99FE463E1306F,Lambert-Stanley,http://www.hickman.com/,Lebanon,Profit-focused hybrid functionalities,2019,Tobacco,1384
40105,3FB1cc09ce6dd9f,Sampson Inc,http://www.kemp.org/,Lesotho,Multi-layered radical superstructure,1986,Higher Education / Acadamia,5694
40106,bAfc739b4818F6e,Ramos-Buckley,https://www.stafford.com/,Netherlands Antilles,Face-to-face maximized intranet,1985,Pharmaceuticals,7916
40107,0CdfF550fbce8a3,Wilson Inc,http://www.brock-cochran.org/,El Salvador,Compatible didactic artificial intelligence,1988,Public Safety,1337
40108,B735E5C2bDEBa71,Foster-Roberts,https://www.mcgee.com/,Haiti,Enhanced solution-oriented support,1990,Food / Beverages,826
40109,bB83eE7fA9Bce4e"Long, Spence and Chaney",http://sparks-haley.org/,Samoa,Reverse-engineered mission-critical capability,1977,Tobacco,6314
40110,BF536Dc5bDD1CB3,Nichols and Sons,http://weiss-crosby.com/,Spain,Innovative content-based workforce,2006,Political Organization,4091
40111,2E5Bd7e71293014"Maddox, Huffman and Brewer",https://preston.com/,Malawi,Multi-channeled bandwidth-monitored matrices,2005,Wholesale,1998
40112,d64fD65EFA874e9"Mcgrath, White and Walker",http://www.mckenzie-evans.info/,Egypt,Switchable radical middleware,1987,Glass / Ceramics / Concrete,4700
40113,96c7Bf8c3ffa2FF"Good, Moreno and Payne",http://www.harvey-johnson.net/,Guam,Synergistic system-worthy migration,2008,Media Production,4411
40114,1CcDEe5b045aedD,Cochran LLC,http://duncan.net/,Netherlands Antilles,Balanced exuding methodology,1982,Computer / Network Security,1590
40115,D59B791Cc301EFA"Bryan, Keith and Austin",https://conley-krueger.com/,Liechtenstein,Intuitive intermediate core,1993,Glass / Ceramics / Concrete,9638
40116,ACe0D275bEF8BAB,Wilcox-Wiley,http://www.pineda.org/,Madagascar,Multi-lateral multi-tasking superstructure,2020,Nanotechnology,1978
40117,83bacCBa3d8Ea2F,Hutchinson-Gomez,https://www.richards.com/,Gibraltar,Optional zero-defect neural-net,2019,Staffing / Recruiting,8889
40118,CABb4dfd21E76D6,Rivas Ltd,https://mcdonald.biz/,France,Face-to-face transitional interface,1986,Animation,5558
40119,07A01Ef55Fb39E1,Meyer-Flynn,https://www.thomas.com/,Mexico,Inverse asynchronous frame,2022,Insurance,383
40120,E25B8a4C8b68FA1,Brooks-Avery,https://drake-nicholson.com/,Peru,Synergistic real-time protocol,1981,Maritime,7605
40121,3aE1F75De263bE1"Roberts, Fowler and Hebert",http://www.stephenson.info/,Slovakia (Slovak Republic),Proactive attitude-oriented moratorium,1987,Computer / Network Security,4396
40122,dBADbCbeA9dd64d,Andrews Group,http://www.delgado.org/,Gibraltar,Versatile analyzing parallelism,1970,Automotive,8347
40123,28DbbDc43A16baF,Clay-Friedman,https://www.salas.com/,Swaziland,Vision-oriented impactful success,2005,Law Practice / Law Firms,8760
40124,Afc8F6e079c8361,Welch-Gutierrez,https://mckay.com/,Gibraltar,Proactive fresh-thinking implementation,2016,Law Practice / Law Firms,9318
40125,9e7C9Fa75FB0946,Hogan-Joseph,https://clayton-kirby.net/,Holy See (Vatican City State),Exclusive modular initiative,1973,Recreational Facilities / Services,262
40126,a2Cc1c82a39b9A6,Perkins Ltd,http://www.bradley.org/,Pakistan,Robust multi-state complexity,1989,Medical Equipment,7490
40127,81a3c5fE6713a8F,Hayden Group,http://brock.com/,Slovakia (Slovak Republic),Re-contextualized 24/7 synergy,2013,Pharmaceuticals,44
40128,b79d366B3bD91AB"Hendrix, Sawyer and Mason",https://www.solomon-small.com/,Equatorial Guinea,Seamless explicit attitude,1976,Computer / Network Security,2743
40129,CD79E3a50Faa6f4,Montgomery-Choi,https://moreno.com/,Iran,Intuitive motivating support,2013,Logistics / Procurement,8620
40130,96a7d4Cb5E5CFbA"Gardner, James and Becker",http://porter.org/,Svalbard & Jan Mayen Islands,User-friendly cohesive algorithm,2011,Biotechnology / Greentech,2335
40131,2a8651bb1EfB5BA,David-Jefferson,https://www.brewer-miles.com/,Tonga,Future-proofed systemic application,1983,Glass / Ceramics / Concrete,7833
40132,B0291011CFc3bd3,Cervantes-Bowen,https://www.moyer.com/,Wallis and Futuna,Upgradable real-time architecture,2022,Program Development,515
40133,872650c17b9EdF8"Oneal, Richardson and Graham",https://www.knox-villarreal.com/,Togo,Centralized stable hub,1993,Nanotechnology,1862
40134,665092BDa1f6e49"Ellis, Harrington and Obrien",https://www.hobbs.com/,Kiribati,Expanded static orchestration,2001,Luxury Goods / Jewelry,2948
40135,dcb300f0EAb39bf,Hebert PLC,http://www.torres-walton.com/,Sierra Leone,Persevering well-modulated intranet,2002,Military Industry,2283
40136,6c6fe8EB30183f0,Cortez-Davis,http://perry.com/,Bouvet Island (Bouvetoya),Synergized mission-critical artificial intelligence,1970,Recreational Facilities / Services,4139
40137,8EAc0ccBF3A621b"Patton, Burch and Simmons",https://www.wheeler.com/,Taiwan,Seamless zero administration interface,1996,Logistics / Procurement,9116
40138,BEba157c3927bA9,Beck LLC,https://howard.org/,Northern Mariana Islands,Front-line stable system engine,1994,Printing,4185
40139,bfbcdD8E7DE3EBc,Baird Group,https://tate-nicholson.com/,Saint Lucia,Profound local groupware,1991,Gambling / Casinos,5112
40140,FFaDf2eB4E44dB5,Todd-Farley,http://mueller-sampson.biz/,Slovakia (Slovak Republic),Optional scalable extranet,1975,Architecture / Planning,719
40141,f0fE2c67121D9DA,Jarvis PLC,http://christian-kennedy.biz/,Greenland,Business-focused asymmetric matrices,2007,Public Safety,5428
40142,347CaaB5edbbe9e,Schroeder-Bell,https://www.blankenship.com/,Saint Martin,Right-sized intermediate implementation,1989,Hospital / Health Care,9356
40143,55860b5Ab1a3Ff9,Castillo PLC,https://reid.com/,Mayotte,Ameliorated multi-tasking matrices,2021,Plastics,8024
40144,bADb225cD64EA9c,Fletcher PLC,https://www.tapia-durham.biz/,Liechtenstein,Front-line background paradigm,1989,Think Tanks,870
40145,dfb04a4eCF7766B"Carrillo, Wilkins and Pham",http://www.gilbert-soto.com/,French Polynesia,Profit-focused asymmetric knowledge user,2006,Program Development,5160
40146,FfC8718158BE6af"Jacobson, Campos and Walton",http://lynn.org/,Liechtenstein,Compatible 5thgeneration capacity,1974,Electrical / Electronic Manufacturing,5940
40147,6Ca95b62Cab79ba"Adkins, Sosa and Michael",http://www.huynh.net/,Netherlands,Secured encompassing hierarchy,1982,Other Industry,2082
40148,fd49C6Db0511bcD,Morgan-Clements,http://www.fuentes.com/,British Indian Ocean Territory (Chagos Archipelago),Multi-channeled fresh-thinking projection,1971,Events Services,6598
40149,Eea4A65a2f7afEf"Liu, Nixon and Banks",https://haley.info/,Slovenia,Profit-focused holistic access,2000,Information Services,9657
40150,e01596C961d8266,Serrano LLC,http://carter.net/,Thailand,Managed asynchronous toolset,1998,Plastics,2904
40151,2E5F66de9d5203C,Wilkins-Lambert,http://cruz.com/,Monaco,Vision-oriented multi-state process improvement,1988,Investment Management / Hedge Fund / Private Equity,212
40152,4E787ddBbddd6e5"Hayden, Barker and Erickson",https://moyer.net/,Costa Rica,Decentralized static software,1988,Civil Engineering,4933
40153,0a1FADAFab69Df8,Reyes Group,https://www.newman.com/,Montserrat,Enhanced local ability,2017,Furniture,5820
40154,fd5DaC2EACC10C1,Walsh LLC,http://www.richards.net/,Bhutan,Enterprise-wide uniform interface,1984,Legislative Office,2169
40155,D94Fef9e10b9bAC,Hanna-Ramos,http://woodward.com/,United States of America,Compatible secondary moratorium,2003,Plastics,8046
40156,8ee0Dd262c79eC5,Nelson-Herrera,https://www.mcintyre-smith.com/,Cocos (Keeling) Islands,Compatible asynchronous superstructure,2004,Business Supplies / Equipment,7387
40157,ABa1d8cD2F66F16"Hamilton, Keller and Robbins",https://ward.org/,Saint Helena,User-centric zero administration workforce,2006,Insurance,8320
40158,9bF0DC5d7c9Cde7"Farrell, Knight and Bates",https://www.hill.org/,Saint Martin,Down-sized neutral forecast,2016,Investment Management / Hedge Fund / Private Equity,9021
40159,bBC1d2dDe1B6eFE,Lane Group,https://www.chen.net/,British Indian Ocean Territory (Chagos Archipelago),Secured didactic attitude,2016,Warehousing,5591
40160,12f253DC617fDeB,Beasley LLC,http://www.singh.org/,South Georgia and the South Sandwich Islands,Advanced 24hour capability,2001,Translation / Localization,6788
40161,de24FaD4dFc6B9D"Sanchez, Newton and Aguilar",https://www.brown-hicks.biz/,Tokelau,Multi-channeled even-keeled website,1972,Industrial Automation,5267
40162,210Dbf548bDB2BC,Stanton Group,http://simon-jennings.com/,Barbados,Down-sized 4thgeneration task-force,2005,Computer Games,2181
40163,5eAB65B69B59DaC"Mcknight, Holmes and Wiley",https://www.oconnell.info/,Congo,Monitored uniform info-mediaries,1993,Judiciary,9563
40164,5DA571cB6Bc4a6B"Pierce, Gallegos and Clayton",https://mayo-mccoy.org/,Canada,Up-sized responsive support,1998,Publishing Industry,4658
40165,8f8A3Ab3032aD84"Walls, Macdonald and Burns",http://www.hebert.com/,Portugal,Fundamental full-range orchestration,1985,Executive Office,2465
40166,dB1E7CC9008eFe8"Jenkins, Mcdowell and Harmon",http://howell-bryant.info/,Switzerland,Synergized dedicated orchestration,2018,Utilities,680
40167,5A7fb18ca5DFfFf"Waller, Riggs and Lester",https://griffin-carr.org/,India,Automated context-sensitive analyzer,2013,Religious Institutions,5232
40168,E89bBA93A56A05c"Holt, Mcdaniel and Mckinney",https://www.shelton-martinez.com/,Barbados,Organic bottom-line infrastructure,2007,Mental Health Care,9883
40169,DfdCe2aEed284d3"Weber, Levy and Melton",http://www.flores-barron.biz/,Guadeloupe,Re-contextualized cohesive open system,1977,Architecture / Planning,1667
40170,Ab53dF01Ffd689B,Gentry PLC,https://koch.com/,Honduras,Multi-channeled multi-tasking array,1979,Legal Services,9096
40171,dD6ceA2DAecDB8B"Burch, Osborne and Richardson",https://www.bryan-huynh.com/,Kenya,Phased zero tolerance implementation,1984,Government Relations,2940
40172,963C054d7f4Ac22,Harmon-Rowland,https://www.christensen.com/,Moldova,Innovative background moderator,2021,Supermarkets,9053
40173,3aed4D6c08DAD6F"Barnes, Farmer and Dudley",http://www.lang.net/,Eritrea,Sharable optimizing flexibility,1987,Legal Services,3739
40174,a92c8bEFbafA213,Cantu Group,http://www.becker.com/,Uzbekistan,Multi-layered discrete capability,1984,Food Production,3006
40175,d3CDffa77838CB7,Tapia-Kerr,http://fields.net/,China,Enterprise-wide full-range system engine,1987,Shipbuilding,4290
40176,259302528442221,Houston-Grimes,http://benson.info/,Egypt,Distributed fresh-thinking hardware,1982,Nanotechnology,1983
40177,FACEf18EDf192Fb"Kelly, Ray and Cervantes",https://www.bean.biz/,Greenland,Triple-buffered zero-defect workforce,1973,Nanotechnology,135
40178,c5b5F65D82A2cb4,Gallagher-Ochoa,http://orozco-stokes.com/,Sierra Leone,Grass-roots intermediate encryption,2014,Airlines / Aviation,9451
40179,7656a96e9fDfF3b"Perry, Frederick and Callahan",http://www.gordon.com/,Georgia,Diverse modular forecast,1970,Entertainment / Movie Production,9347
40180,E480d6b68c6Ca9a,Shannon LLC,http://www.cherry-church.com/,Guinea,Organized bifurcated toolset,2000,Mechanical or Industrial Engineering,4002
40181,0aE221fEDE15426,Thornton-Soto,https://www.carpenter-beasley.info/,Greenland,Customer-focused asynchronous projection,1995,Public Safety,7553
40182,76af37F3b71D9d8"Swanson, Fox and Valentine",http://austin-landry.com/,Spain,Synergistic human-resource software,2007,Public Relations / PR,1606
40183,5B1AC18Aa0b7502,Navarro-Campbell,http://www.heath.biz/,South Georgia and the South Sandwich Islands,Secured demand-driven system engine,1977,Nanotechnology,5305
40184,6D431e7f7Caf36F,Lane-Wiley,http://beck.com/,Saint Lucia,Reverse-engineered 24/7 database,2004,Military Industry,498
40185,787ca0f6BaCAaD4,Lyons-Walker,http://www.davidson.net/,French Polynesia,Balanced 5thgeneration middleware,1989,Computer / Network Security,5521
40186,A46546FD60fB27F,Smith-Kirk,http://leach.com/,Greece,Cross-group solution-oriented forecast,2010,Wireless,9704
40187,427F7cED5DeDae0"Frank, George and Hampton",https://burke.com/,Saint Helena,Grass-roots fresh-thinking initiative,2002,Executive Office,2328
40188,DbD618b0A31FEDa,Bass-Mitchell,http://www.preston.com/,Dominican Republic,Persevering incremental superstructure,1978,Wholesale,9435
40189,d08ec261e12eEe7,Howard PLC,https://bennett-black.com/,Isle of Man,Reverse-engineered 4thgeneration utilization,1990,Legal Services,1431
40190,3AC3e51C4B7CA5d,Arroyo-Lewis,https://fletcher.info/,Madagascar,Function-based composite matrix,1993,Computer Software / Engineering,9962
40191,5518f3Cfdb2caCC,Jones-Burke,https://zavala-callahan.org/,San Marino,Decentralized hybrid flexibility,1972,Publishing Industry,2820
40192,4afBdaD99D1fb0b,Lang and Sons,http://gardner-henson.com/,Liechtenstein,Organic demand-driven middleware,2000,Professional Training,5897
40193,7Ec4fa2bDFA67A8,Cook Inc,https://www.mclean-riggs.com/,Tokelau,Streamlined encompassing interface,1982,Leisure / Travel,6826
